"Location","buffer","Description","Value","year","cumsum_diff_pland","year_fac","color"
"Ekata","50","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,-3.46944695195361e-18,"2001_2002","#8DA000"
"Mayibout2","50","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0,"2001_2002","#8DA000"
"Mbandza","50","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.349506578947369,"2001_2002","#8DA000"
"Mekouka","50","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0,"2001_2002","#8DA000"
"Mvoula","50","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.0133018924965232,"2001_2002","#8DA000"
"Odzala","50","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.00846381718154887,"2001_2002","#8DA000"
"Olloba","50","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.024187306501548,"2001_2002","#8DA000"
"Ekata","50","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-8.67361737988404e-19,"2001_2002","#00DC83"
"Booue","50","Shrubland ",120,2002,0.0713508283952109,"2001_2002","#966400"
"Mbandza","50","Shrubland ",120,2002,0.00362809597523218,"2001_2002","#966400"
"Mvoula","50","Shrubland ",120,2002,-3.46944695195361e-18,"2001_2002","#966400"
"Odzala","50","Shrubland ",120,2002,0,"2001_2002","#966400"
"Booue","50","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.00120933607449511,"2001_2002","#00A000"
"Mbandza","50","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.0048374613003096,"2001_2002","#00A000"
"Mekouka","50","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,0,"2001_2002","#00A000"
"Mvoula","50","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-1.73472347597681e-18,"2001_2002","#00A000"
"Odzala","50","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,0,"2001_2002","#00A000"
"Booue","50","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,0.0048373442979804,"2001_2002","#AAC800"
"Ekata","50","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-1.73472347597681e-18,"2001_2002","#AAC800"
"Mayibout2","50","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0145136125591128,"2001_2002","#AAC800"
"Mbandza","50","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.183823529411765,"2001_2002","#AAC800"
"Mekouka","50","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0145088745949606,"2001_2002","#AAC800"
"Mvoula","50","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0133018924965233,"2001_2002","#AAC800"
"Odzala","50","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.00967293392177017,"2001_2002","#AAC800"
"Olloba","50","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0253966718266254,"2001_2002","#AAC800"
"Booue","50","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.399080904583386,"2001_2002","#006400"
"Ekata","50","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.224960994666233,"2001_2002","#006400"
"Mayibout2","50","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.0495881762436312,"2001_2002","#006400"
"Mbandza","50","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-1.02796052631578,"2001_2002","#006400"
"Mekouka","50","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.0495719881994603,"2001_2002","#006400"
"Mvoula","50","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.434125400568362,"2001_2002","#006400"
"Odzala","50","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,0.018136751103313,"2001_2002","#006400"
"Olloba","50","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.168101780185751,"2001_2002","#006400"
"Ekata","50","Tree cover, flooded, fresh or brackish water ",160,2002,-3.33066907387547e-16,"2001_2002","#00785A"
"Mayibout2","50","Tree cover, flooded, fresh or brackish water ",160,2002,0,"2001_2002","#00785A"
"Mbandza","50","Tree cover, flooded, fresh or brackish water ",160,2002,-0.00604682662538691,"2001_2002","#00785A"
"Mekouka","50","Tree cover, flooded, fresh or brackish water ",160,2002,0,"2001_2002","#00785A"
"Mvoula","50","Tree cover, flooded, fresh or brackish water ",160,2002,0,"2001_2002","#00785A"
"Odzala","50","Tree cover, flooded, fresh or brackish water ",160,2002,0,"2001_2002","#00785A"
"Olloba","50","Tree cover, flooded, fresh or brackish water ",160,2002,-5.55111512312578e-17,"2001_2002","#00785A"
"Booue","50","Tree cover, flooded, saline water ",170,2002,0,"2001_2002","#009678"
"Mayibout2","50","Tree cover, flooded, saline water ",170,2002,0,"2001_2002","#009678"
"Mekouka","50","Tree cover, flooded, saline water ",170,2002,0,"2001_2002","#009678"
"Odzala","50","Tree cover, flooded, saline water ",170,2002,0,"2001_2002","#009678"
"Booue","50","Urban areas ",190,2002,0.0012093360744951,"2001_2002","#C31400"
"Ekata","50","Urban areas ",190,2002,-2.16840434497101e-19,"2001_2002","#C31400"
"Mbandza","50","Urban areas ",190,2002,0,"2001_2002","#C31400"
"Mvoula","50","Urban areas ",190,2002,-1.73472347597681e-18,"2001_2002","#C31400"
"Olloba","50","Urban areas ",190,2002,0,"2001_2002","#C31400"
"Booue","50","Water bodies ",210,2002,0,"2001_2002","#0046C8"
"Mayibout2","50","Water bodies ",210,2002,0,"2001_2002","#0046C8"
"Mekouka","50","Water bodies ",210,2002,0,"2001_2002","#0046C8"
"Booue","100","Cropland, rainfed ",10,2002,0.0429294837880728,"2001_2002","#FFFF64"
"Ekata","100","Cropland, rainfed ",10,2002,0.00120933241827182,"2001_2002","#FFFF64"
"Mayibout2","100","Cropland, rainfed ",10,2002,-0.00423249711283234,"2001_2002","#FFFF64"
"Mbandza","100","Cropland, rainfed ",10,2002,0.0012093324182718,"2001_2002","#FFFF64"
"Mekouka","100","Cropland, rainfed ",10,2002,-0.00453466753329201,"2001_2002","#FFFF64"
"Mvoula","100","Cropland, rainfed ",10,2002,0.00151164267185867,"2001_2002","#FFFF64"
"Odzala","100","Cropland, rainfed ",10,2002,0,"2001_2002","#FFFF64"
"Olloba","100","Cropland, rainfed ",10,2002,0.00120935435594323,"2001_2002","#FFFF64"
"Booue","100","Grasslands ",130,2002,0.000302320308366705,"2001_2002","#FFB432"
"Mvoula","100","Grasslands ",130,2002,0.00030232853437151,"2001_2002","#FFB432"
"Booue","100","Herbaceous cover",11,2002,0.0244879449777037,"2001_2002","#FFFF64"
"Ekata","100","Herbaceous cover",11,2002,0.169306538558053,"2001_2002","#FFFF64"
"Mayibout2","100","Herbaceous cover",11,2002,0.0154183823396034,"2001_2002","#FFFF64"
"Mbandza","100","Herbaceous cover",11,2002,0.461057984466124,"2001_2002","#FFFF64"
"Mekouka","100","Herbaceous cover",11,2002,0.00181386701331665,"2001_2002","#FFFF64"
"Mvoula","100","Herbaceous cover",11,2002,0.557493817381474,"2001_2002","#FFFF64"
"Odzala","100","Herbaceous cover",11,2002,0.188648442743383,"2001_2002","#FFFF64"
"Olloba","100","Herbaceous cover",11,2002,0.323502290214812,"2001_2002","#FFFF64"
"Booue","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.0465573274884739,"2001_2002","#DCF064"
"Ekata","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.0789089402922352,"2001_2002","#DCF064"
"Mayibout2","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.0677199538053172,"2001_2002","#DCF064"
"Mbandza","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.0743739437237158,"2001_2002","#DCF064"
"Mekouka","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.0299288057197273,"2001_2002","#DCF064"
"Mvoula","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.0429306518807858,"2001_2002","#DCF064"
"Odzala","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.102789215597357,"2001_2002","#DCF064"
"Olloba","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.0888875451618267,"2001_2002","#DCF064"
"Booue","100","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,-4.33680868994202e-19,"2001_2002","#BE9600"
"Mvoula","100","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,0.00876752749678023,"2001_2002","#BE9600"
"Booue","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,-0.0163252966518034,"2001_2002","#C8C864"
"Ekata","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,0.0976535927754483,"2001_2002","#C8C864"
"Mayibout2","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,0.0154183823396035,"2001_2002","#C8C864"
"Mbandza","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,0.24640148022288,"2001_2002","#C8C864"
"Mekouka","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,0.00241848935108906,"2001_2002","#C8C864"
"Mvoula","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,-0.240955841894269,"2001_2002","#C8C864"
"Odzala","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,0.280251773113969,"2001_2002","#C8C864"
"Olloba","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,0.147541231425073,"2001_2002","#C8C864"
"Booue","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.0123951326430352,"2001_2002","#8DA000"
"Ekata","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.0882812665338417,"2001_2002","#8DA000"
"Mayibout2","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,-3.46944695195361e-18,"2001_2002","#8DA000"
"Mbandza","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.176562533067683,"2001_2002","#8DA000"
"Mekouka","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,-3.46944695195361e-18,"2001_2002","#8DA000"
"Mvoula","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.176257535538719,"2001_2002","#8DA000"
"Odzala","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.0891847605918241,"2001_2002","#8DA000"
"Olloba","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.105516167556047,"2001_2002","#8DA000"
"Booue","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-1.73472347597681e-18,"2001_2002","#00DC83"
"Ekata","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,8.67361737988404e-19,"2001_2002","#00DC83"
"Mbandza","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-6.50521303491303e-19,"2001_2002","#00DC83"
"Odzala","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,0,"2001_2002","#00DC83"
"Olloba","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,0,"2001_2002","#00DC83"
"Booue","100","Shrubland ",120,2002,0.037790038545839,"2001_2002","#966400"
"Ekata","100","Shrubland ",120,2002,0.000906999313703857,"2001_2002","#966400"
"Mayibout2","100","Shrubland ",120,2002,-2.16840434497101e-19,"2001_2002","#966400"
"Mbandza","100","Shrubland ",120,2002,0.0072559945096308,"2001_2002","#966400"
"Mekouka","100","Shrubland ",120,2002,-2.16840434497101e-19,"2001_2002","#966400"
"Mvoula","100","Shrubland ",120,2002,0.00241862827497386,"2001_2002","#966400"
"Odzala","100","Shrubland ",120,2002,0.00393017589048716,"2001_2002","#966400"
"Olloba","100","Shrubland ",120,2002,0.00151169294492902,"2001_2002","#966400"
"Booue","100","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.000302320308366799,"2001_2002","#00A000"
"Ekata","100","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.0012093324182718,"2001_2002","#00A000"
"Mayibout2","100","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,0,"2001_2002","#00A000"
"Mbandza","100","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.000906999313703857,"2001_2002","#00A000"
"Mekouka","100","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-8.67361737988404e-19,"2001_2002","#00A000"
"Mvoula","100","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.00816287042803673,"2001_2002","#00A000"
"Odzala","100","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.00120928488938067,"2001_2002","#00A000"
"Olloba","100","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.00120935435594322,"2001_2002","#00A000"
"Booue","100","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.00120928123346688,"2001_2002","#AAC800"
"Ekata","100","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0628852857501337,"2001_2002","#AAC800"
"Mayibout2","100","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0202555218971262,"2001_2002","#AAC800"
"Mbandza","100","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0840486030698905,"2001_2002","#AAC800"
"Mekouka","100","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0142086249376483,"2001_2002","#AAC800"
"Mvoula","100","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.138466468742252,"2001_2002","#AAC800"
"Odzala","100","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0489760380199169,"2001_2002","#AAC800"
"Olloba","100","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.074375292890508,"2001_2002","#AAC800"
"Booue","100","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.147834630791337,"2001_2002","#006400"
"Ekata","100","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.37096271930487,"2001_2002","#006400"
"Mayibout2","100","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.0813244088108434,"2001_2002","#006400"
"Mbandza","100","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.882510332233863,"2001_2002","#006400"
"Mekouka","100","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.022673337666447,"2001_2002","#006400"
"Mvoula","100","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.4084458499362,"2001_2002","#006400"
"Odzala","100","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.614014402583066,"2001_2002","#006400"
"Olloba","100","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.592583634412151,"2001_2002","#006400"
"Booue","100","Tree cover, flooded, fresh or brackish water ",160,2002,-4.33680868994202e-19,"2001_2002","#00785A"
"Ekata","100","Tree cover, flooded, fresh or brackish water ",160,2002,-0.00151166552283954,"2001_2002","#00785A"
"Mayibout2","100","Tree cover, flooded, fresh or brackish water ",160,2002,-4.44089209850063e-16,"2001_2002","#00785A"
"Mbandza","100","Tree cover, flooded, fresh or brackish water ",160,2002,-0.000604666209136351,"2001_2002","#00785A"
"Mekouka","100","Tree cover, flooded, fresh or brackish water ",160,2002,0,"2001_2002","#00785A"
"Mvoula","100","Tree cover, flooded, fresh or brackish water ",160,2002,0.00513958508431955,"2001_2002","#00785A"
"Odzala","100","Tree cover, flooded, fresh or brackish water ",160,2002,-0.00151160611172618,"2001_2002","#00785A"
"Olloba","100","Tree cover, flooded, fresh or brackish water ",160,2002,-0.0015116929449287,"2001_2002","#00785A"
"Booue","100","Tree cover, flooded, saline water ",170,2002,-8.32667268468867e-17,"2001_2002","#009678"
"Mayibout2","100","Tree cover, flooded, saline water ",170,2002,-1.73472347597681e-18,"2001_2002","#009678"
"Mbandza","100","Tree cover, flooded, saline water ",170,2002,-8.67361737988404e-19,"2001_2002","#009678"
"Mekouka","100","Tree cover, flooded, saline water ",170,2002,-8.67361737988404e-19,"2001_2002","#009678"
"Mvoula","100","Tree cover, flooded, saline water ",170,2002,1.0842021724855e-19,"2001_2002","#009678"
"Odzala","100","Tree cover, flooded, saline water ",170,2002,0,"2001_2002","#009678"
"Olloba","100","Tree cover, flooded, saline water ",170,2002,0,"2001_2002","#009678"
"Booue","100","Urban areas ",190,2002,0.00120928123346686,"2001_2002","#C31400"
"Ekata","100","Urban areas ",190,2002,0.000302333104567955,"2001_2002","#C31400"
"Mayibout2","100","Urban areas ",190,2002,0.00725570933628399,"2001_2002","#C31400"
"Mbandza","100","Urban areas ",190,2002,0.0012093324182718,"2001_2002","#C31400"
"Mekouka","100","Urban areas ",190,2002,0.00725546805326723,"2001_2002","#C31400"
"Mvoula","100","Urban areas ",190,2002,0.00120931413748693,"2001_2002","#C31400"
"Odzala","100","Urban areas ",190,2002,0.000906963667035499,"2001_2002","#C31400"
"Olloba","100","Urban areas ",190,2002,0.00151169294492903,"2001_2002","#C31400"
"Booue","100","Water bodies ",210,2002,-2.22044604925031e-16,"2001_2002","#0046C8"
"Mayibout2","100","Water bodies ",210,2002,-1.38777878078145e-17,"2001_2002","#0046C8"
"Mekouka","100","Water bodies ",210,2002,0,"2001_2002","#0046C8"
"Odzala","100","Water bodies ",210,2002,0,"2001_2002","#0046C8"
"Booue","200","Cropland, rainfed ",10,2002,0.0304589782562196,"2001_2002","#FFFF64"
"Ekata","200","Cropland, rainfed ",10,2002,0.00113372000743719,"2001_2002","#FFFF64"
"Mayibout2","200","Cropland, rainfed ",10,2002,0.00581972751582288,"2001_2002","#FFFF64"
"Mbandza","200","Cropland, rainfed ",10,2002,0.00430812300371408,"2001_2002","#FFFF64"
"Mekouka","200","Cropland, rainfed ",10,2002,0.0246397941745785,"2001_2002","#FFFF64"
"Mvoula","200","Cropland, rainfed ",10,2002,0.00612242584117223,"2001_2002","#FFFF64"
"Odzala","200","Cropland, rainfed ",10,2002,0.00143606379448871,"2001_2002","#FFFF64"
"Olloba","200","Cropland, rainfed ",10,2002,0.00181395886697108,"2001_2002","#FFFF64"
"Booue","200","Grasslands ",130,2002,7.55805912064991e-05,"2001_2002","#FFB432"
"Ekata","200","Grasslands ",130,2002,0.000604650670633422,"2001_2002","#FFB432"
"Mbandza","200","Grasslands ",130,2002,0.00733136721684668,"2001_2002","#FFB432"
"Mvoula","200","Grasslands ",130,2002,-0.0172334949603363,"2001_2002","#FFB432"
"Odzala","200","Grasslands ",130,2002,-0.000226746914919279,"2001_2002","#FFB432"
"Olloba","200","Grasslands ",130,2002,0.0028721015393709,"2001_2002","#FFB432"
"Booue","200","Herbaceous cover",11,2002,0.0860107127929972,"2001_2002","#FFFF64"
"Ekata","200","Herbaceous cover",11,2002,0.252895142992324,"2001_2002","#FFFF64"
"Mayibout2","200","Herbaceous cover",11,2002,0.0677204656386656,"2001_2002","#FFFF64"
"Mbandza","200","Herbaceous cover",11,2002,0.368306726264889,"2001_2002","#FFFF64"
"Mekouka","200","Herbaceous cover",11,2002,0.105210409481635,"2001_2002","#FFFF64"
"Mvoula","200","Herbaceous cover",11,2002,0.354042501729023,"2001_2002","#FFFF64"
"Odzala","200","Herbaceous cover",11,2002,0.275950995456748,"2001_2002","#FFFF64"
"Olloba","200","Herbaceous cover",11,2002,0.335431227150733,"2001_2002","#FFFF64"
"Booue","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.147986797582328,"2001_2002","#DCF064"
"Ekata","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.0727848244774686,"2001_2002","#DCF064"
"Mayibout2","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.106795778959191,"2001_2002","#DCF064"
"Mbandza","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.106191452986285,"2001_2002","#DCF064"
"Mekouka","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.174746024943636,"2001_2002","#DCF064"
"Mvoula","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.0786089243804827,"2001_2002","#DCF064"
"Odzala","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.105512897742432,"2001_2002","#DCF064"
"Olloba","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.08472699541144,"2001_2002","#DCF064"
"Booue","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,-2.71050543121376e-20,"2001_2002","#BE9600"
"Ekata","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,0.00249418401636195,"2001_2002","#BE9600"
"Mbandza","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,0.00400579858240097,"2001_2002","#BE9600"
"Mvoula","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,0.00914584600965274,"2001_2002","#BE9600"
"Odzala","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,0.00128489918454252,"2001_2002","#BE9600"
"Olloba","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,0.00294768315882793,"2001_2002","#BE9600"
"Booue","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,0.00226741773619496,"2001_2002","#C8C864"
"Ekata","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,-0.103848752681248,"2001_2002","#C8C864"
"Mayibout2","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,-0.0256974981218152,"2001_2002","#C8C864"
"Mbandza","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,-0.232185155568589,"2001_2002","#C8C864"
"Mekouka","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,-0.0468609582461303,"2001_2002","#C8C864"
"Mvoula","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,-0.500678379900302,"2001_2002","#C8C864"
"Odzala","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,-0.0567623110347898,"2001_2002","#C8C864"
"Olloba","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,-0.119872448459004,"2001_2002","#C8C864"
"Booue","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.00317438483067302,"2001_2002","#8DA000"
"Ekata","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.100674336660424,"2001_2002","#8DA000"
"Mayibout2","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.000831389645117545,"2001_2002","#8DA000"
"Mbandza","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.20565618759835,"2001_2002","#8DA000"
"Mekouka","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,4.33680868994202e-18,"2001_2002","#8DA000"
"Mvoula","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.289265724619334,"2001_2002","#8DA000"
"Odzala","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.133629515192421,"2001_2002","#8DA000"
"Olloba","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.156000462559511,"2001_2002","#8DA000"
"Booue","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-6.50521303491303e-19,"2001_2002","#00DC83"
"Ekata","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-0.000302325335316586,"2001_2002","#00DC83"
"Mayibout2","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-4.33680868994202e-19,"2001_2002","#00DC83"
"Mbandza","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-0.00256975758116275,"2001_2002","#00DC83"
"Mekouka","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,2.16840434497101e-19,"2001_2002","#00DC83"
"Mvoula","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-0.00302342016848008,"2001_2002","#00DC83"
"Odzala","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-0.00158722840443486,"2001_2002","#00DC83"
"Olloba","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-0.00158721400859967,"2001_2002","#00DC83"
"Booue","200","Shrubland ",120,2002,0.00944757390081254,"2001_2002","#966400"
"Ekata","200","Shrubland ",120,2002,0.00324999735465333,"2001_2002","#966400"
"Mayibout2","200","Shrubland ",120,2002,7.55808768288686e-05,"2001_2002","#966400"
"Mbandza","200","Shrubland ",120,2002,0.00755811053283173,"2001_2002","#966400"
"Mekouka","200","Shrubland ",120,2002,6.50521303491303e-19,"2001_2002","#966400"
"Mvoula","200","Shrubland ",120,2002,0.0131518777328885,"2001_2002","#966400"
"Odzala","200","Shrubland ",120,2002,0.00385469755362752,"2001_2002","#966400"
"Olloba","200","Shrubland ",120,2002,0.00423257068959917,"2001_2002","#966400"
"Booue","200","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-7.55805912065061e-05,"2001_2002","#00A000"
"Ekata","200","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.00166278934424123,"2001_2002","#00A000"
"Mayibout2","200","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-1.73472347597681e-18,"2001_2002","#00A000"
"Mbandza","200","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.00173836542255128,"2001_2002","#00A000"
"Mekouka","200","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,1.30104260698261e-18,"2001_2002","#00A000"
"Mvoula","200","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.00393044621902409,"2001_2002","#00A000"
"Odzala","200","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,0,"2001_2002","#00A000"
