"Location","buffer","Description","Value","year","cumsum_diff_pland","year_fac","color"
"Boende","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2006,0.00655059020817808,"2005_2006","#DCF064"
"Kikwit","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2006,0.00720549673585954,"2005_2006","#DCF064"
"Likati","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2006,0.0930180997299137,"2005_2006","#DCF064"
"Luebo","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2006,0.121090632029602,"2005_2006","#DCF064"
"Mbandaka","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2006,0.038246409674981,"2005_2006","#DCF064"
"NKivu","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2006,0.266517106679409,"2005_2006","#DCF064"
"Kikwit","100","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2006,-6.77626357803441e-19,"2005_2006","#BE9600"
"Likati","100","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2006,-7.52316384526264e-35,"2005_2006","#BE9600"
"Luebo","100","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2006,0.000554305847825911,"2005_2006","#BE9600"
"Mbandaka","100","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2006,4.2351647362715e-19,"2005_2006","#BE9600"
"NKivu","100","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2006,-0.00826409633114434,"2005_2006","#BE9600"
"Bikoro","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2006,-0.0406655237991578,"2005_2006","#C8C864"
"Boende","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2006,-0.00589553118735999,"2005_2006","#C8C864"
"Kikwit","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2006,-0.156858121249867,"2005_2006","#C8C864"
"Likati","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2006,0.00740718345628229,"2005_2006","#C8C864"
"Luebo","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2006,-0.123055898217353,"2005_2006","#C8C864"
"Mbandaka","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2006,-0.0941798941798939,"2005_2006","#C8C864"
"NKivu","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2006,-0.0483248072046796,"2005_2006","#C8C864"
"Bikoro","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2006,0.00534144426606002,"2005_2006","#8DA000"
"Boende","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2006,-0.000554280709922734,"2005_2006","#8DA000"
"Kikwit","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2006,0.0682758606789472,"2005_2006","#8DA000"
"Likati","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2006,0.000604668037247554,"2005_2006","#8DA000"
"Luebo","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2006,0.0648033927549199,"2005_2006","#8DA000"
"Mbandaka","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2006,0.073771730914588,"2005_2006","#8DA000"
"NKivu","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2006,0.0276645663768185,"2005_2006","#8DA000"
"Bikoro","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2006,-0.0202067844404743,"2005_2006","#00DC83"
"Boende","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2006,5.0821976835258e-19,"2005_2006","#00DC83"
"Kikwit","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2006,-0.0102791701686374,"2005_2006","#00DC83"
"Likati","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2006,0.000705446043455479,"2005_2006","#00DC83"
"Luebo","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2006,0.00141096033992049,"2005_2006","#00DC83"
"Mbandaka","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2006,-0.081027966742251,"2005_2006","#00DC83"
"NKivu","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2006,0.00010078166257493,"2005_2006","#00DC83"
"Bikoro","100","Shrubland",120,2006,-0.000251954918210398,"2005_2006","#966400"
"Boende","100","Shrubland",120,2006,-0.000403113243580169,"2005_2006","#966400"
"Kikwit","100","Shrubland",120,2006,-0.00105814987030092,"2005_2006","#966400"
"Luebo","100","Shrubland",120,2006,5.03914407114116e-05,"2005_2006","#966400"
"Mbandaka","100","Shrubland",120,2006,0.0018140589569161,"2005_2006","#966400"
"NKivu","100","Shrubland",120,2006,-0.00433361149072207,"2005_2006","#966400"
"Kikwit","100","Tree cover, broadleaved, deciduous, closed (>40%)",61,2006,-3.38813178901719e-19,"2005_2006","#00A001"
"Bikoro","100","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2006,0.000201563934568311,"2005_2006","#00A000"
"Kikwit","100","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2006,0.0201552356247821,"2005_2006","#00A000"
"Likati","100","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2006,0,"2005_2006","#00A000"
"Luebo","100","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2006,-0.00347700940908981,"2005_2006","#00A000"
"Mbandaka","100","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2006,0.00302343159486017,"2005_2006","#00A000"
"NKivu","100","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2006,-0.00972543043848089,"2005_2006","#00A000"
"Bikoro","100","Tree cover, broadleaved, deciduous, open (15-40%)",62,2006,0.00050390983642069,"2005_2006","#AAC800"
"Boende","100","Tree cover, broadleaved, deciduous, open (15-40%)",62,2006,-5.03891554475209e-05,"2005_2006","#AAC800"
"Kikwit","100","Tree cover, broadleaved, deciduous, open (15-40%)",62,2006,0.0345662290965013,"2005_2006","#AAC800"
"Likati","100","Tree cover, broadleaved, deciduous, open (15-40%)",62,2006,-0.00105816906518358,"2005_2006","#AAC800"
"Luebo","100","Tree cover, broadleaved, deciduous, open (15-40%)",62,2006,0.0268586378991985,"2005_2006","#AAC800"
"Mbandaka","100","Tree cover, broadleaved, deciduous, open (15-40%)",62,2006,0.0433862433862435,"2005_2006","#AAC800"
"NKivu","100","Tree cover, broadleaved, deciduous, open (15-40%)",62,2006,-0.00695393471767028,"2005_2006","#AAC800"
"Bikoro","100","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2006,-0.0813814385819649,"2005_2006","#006400"
"Boende","100","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2006,-0.0401601568916748,"2005_2006","#006400"
"Kikwit","100","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2006,-0.0230777447903792,"2005_2006","#006400"
"Likati","100","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2006,-0.310849760148335,"2005_2006","#006400"
"Luebo","100","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2006,-0.22101685896038,"2005_2006","#006400"
"Mbandaka","100","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2006,-0.221164021164019,"2005_2006","#006400"
"NKivu","100","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2006,-0.942963625882343,"2005_2006","#006400"
"Bikoro","100","Tree cover, flooded, fresh or brackish water",160,2006,0.0259513565756736,"2005_2006","#00785A"
"Boende","100","Tree cover, flooded, fresh or brackish water",160,2006,0.00065505902081403,"2005_2006","#00785A"
"Kikwit","100","Tree cover, flooded, fresh or brackish water",160,2006,0.0461554895807518,"2005_2006","#00785A"
"Likati","100","Tree cover, flooded, fresh or brackish water",160,2006,0.000352723021728048,"2005_2006","#00785A"
"Luebo","100","Tree cover, flooded, fresh or brackish water",160,2006,0.00478718686758692,"2005_2006","#00785A"
"Mbandaka","100","Tree cover, flooded, fresh or brackish water",160,2006,-0.0219198790627706,"2005_2006","#00785A"
"NKivu","100","Tree cover, flooded, fresh or brackish water",160,2006,-0.0153188127113895,"2005_2006","#00785A"
"Bikoro","100","Tree cover, flooded, saline water",170,2006,0.00463597049507056,"2005_2006","#009678"
"Boende","100","Tree cover, flooded, saline water",170,2006,1.35525271560688e-18,"2005_2006","#009678"
"Kikwit","100","Tree cover, flooded, saline water",170,2006,0.000151164267185865,"2005_2006","#009678"
"Likati","100","Tree cover, flooded, saline water",170,2006,0.000554279034143565,"2005_2006","#009678"
"Luebo","100","Tree cover, flooded, saline water",170,2006,0.000655088729248816,"2005_2006","#009678"
"Mbandaka","100","Tree cover, flooded, saline water",170,2006,-0.000302343159485589,"2005_2006","#009678"
"NKivu","100","Tree cover, flooded, saline water",170,2006,0.000100781662574924,"2005_2006","#009678"
"Boende","100","Tree or shrub cover",12,2006,0.000151167466342564,"2005_2006","#FFFF00"
"Likati","100","Tree or shrub cover",12,2006,0.00020155601241585,"2005_2006","#FFFF00"
"Bikoro","100","Urban areas",190,2006,0.00100781967284155,"2005_2006","#C31400"
"Boende","100","Urban areas",190,2006,0.00146128550797811,"2005_2006","#C31400"
"Kikwit","100","Urban areas",190,2006,0.000352716623433687,"2005_2006","#C31400"
"Likati","100","Urban areas",190,2006,0.00236828314588624,"2005_2006","#C31400"
"Luebo","100","Urban areas",190,2006,0.00166291754347775,"2005_2006","#C31400"
"Mbandaka","100","Urban areas",190,2006,0.00287226001511713,"2005_2006","#C31400"
"NKivu","100","Urban areas",190,2006,0.0250946339811579,"2005_2006","#C31400"
"Bikoro","100","Water bodies",210,2006,0.00816333935001125,"2005_2006","#0046C8"
"Boende","100","Water bodies",210,2006,4.33680868994205e-17,"2005_2006","#0046C8"
"Kikwit","100","Water bodies",210,2006,0.0132016793342324,"2005_2006","#0046C8"
"Likati","100","Water bodies",210,2006,0.0024186721489903,"2005_2006","#0046C8"
"Luebo","100","Water bodies",210,2006,0.000655088729248396,"2005_2006","#0046C8"
"Mbandaka","100","Water bodies",210,2006,0.0518518518518661,"2005_2006","#0046C8"
"NKivu","100","Water bodies",210,2006,-0.000352735819012179,"2005_2006","#0046C8"
"Bikoro","200","Bare areas",200,2006,0.00026454526558455,"2005_2006","#FFF5D7"
"Boende","200","Bare areas",200,2006,8.81841547183512e-05,"2005_2006","#FFF5D7"
"Kikwit","200","Bare areas",200,2006,3.77926949744122e-05,"2005_2006","#FFF5D7"
"Likati","200","Bare areas",200,2006,6.29879677864419e-05,"2005_2006","#FFF5D7"
"Mbandaka","200","Bare areas",200,2006,0.000289741147778064,"2005_2006","#FFF5D7"
"NKivu","200","Bare areas",200,2006,2.51949395460022e-05,"2005_2006","#FFF5D7"
"NKivu","200","Consolidated bare areas",201,2006,-2.54109884176291e-19,"2005_2006","grey82"
"Kikwit","200","Cropland, irrigated or post-flooding",20,2006,5.03902599658707e-05,"2005_2006","#AAF0F0"
"Likati","200","Cropland, irrigated or post-flooding",20,2006,2.51951871145766e-05,"2005_2006","#AAF0F0"
"Luebo","200","Cropland, irrigated or post-flooding",20,2006,0.000453508911828043,"2005_2006","#AAF0F0"
"NKivu","200","Cropland, irrigated or post-flooding",20,2006,-6.35274710440727e-20,"2005_2006","#AAF0F0"
"Bikoro","200","Cropland, rainfed",10,2006,0.00176363510389703,"2005_2006","yellow1"
"Boende","200","Cropland, rainfed",10,2006,0.0261151075330182,"2005_2006","yellow1"
"Kikwit","200","Cropland, rainfed",10,2006,-0.00830179532937601,"2005_2006","yellow1"
"Likati","200","Cropland, rainfed",10,2006,0.0679640172415696,"2005_2006","yellow1"
"Luebo","200","Cropland, rainfed",10,2006,0.221765857883911,"2005_2006","yellow1"
"Mbandaka","200","Cropland, rainfed",10,2006,0.00283442427174186,"2005_2006","yellow1"
"NKivu","200","Cropland, rainfed",10,2006,0.147377798874337,"2005_2006","yellow1"
"Kikwit","200","Decidiuous shrubland",122,2006,4.2351647362715e-19,"2005_2006","#966400"
"Luebo","200","Decidiuous shrubland",122,2006,-1.01643953670516e-18,"2005_2006","#966400"
"NKivu","200","Decidiuous shrubland",122,2006,3.77924093190026e-05,"2005_2006","#966400"
"Bikoro","200","Grasslands",130,2006,-0.00137311590231989,"2005_2006","#FFB432"
"Kikwit","200","Grasslands",130,2006,-0.0020660006586007,"2005_2006","#FFB432"
"Likati","200","Grasslands",130,2006,0.000100780748458307,"2005_2006","#FFB432"
"Luebo","200","Grasslands",130,2006,0.00710497295197257,"2005_2006","#FFB432"
"Mbandaka","200","Grasslands",130,2006,-3.77923236232257e-05,"2005_2006","#FFB432"
"NKivu","200","Grasslands",130,2006,-0.000541691200239661,"2005_2006","#FFB432"
"Bikoro","200","Herbaceous cover",11,2006,0.0482732122723803,"2005_2006","gold1"
"Boende","200","Herbaceous cover",11,2006,0.0803861558939647,"2005_2006","gold1"
"Kikwit","200","Herbaceous cover",11,2006,0.0310907903989429,"2005_2006","gold1"
"Likati","200","Herbaceous cover",11,2006,0.162685323198822,"2005_2006","gold1"
"Luebo","200","Herbaceous cover",11,2006,0.329852148536262,"2005_2006","gold1"
"Mbandaka","200","Herbaceous cover",11,2006,0.0551264027250777,"2005_2006","gold1"
"NKivu","200","Herbaceous cover",11,2006,0.159257212870278,"2005_2006","gold1"
"Bikoro","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2006,0.00925908429545931,"2005_2006","#DCF064"
"Boende","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2006,0.0310912134064095,"2005_2006","#DCF064"
"Kikwit","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2006,0.0237590075739086,"2005_2006","#DCF064"
"Likati","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2006,0.111980009130736,"2005_2006","#DCF064"
"Luebo","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2006,0.642470958423062,"2005_2006","#DCF064"
"Mbandaka","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2006,0.0104432787612181,"2005_2006","#DCF064"
"NKivu","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2006,0.102820548287234,"2005_2006","#DCF064"
"Bikoro","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2006,-6.29869679963218e-05,"2005_2006","#BE9600"
"Kikwit","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2006,-0.000214158604854956,"2005_2006","#BE9600"
"Likati","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2006,-0.00107079545236954,"2005_2006","#BE9600"
"Luebo","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2006,0.0207102403068139,"2005_2006","#BE9600"
"Mbandaka","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2006,-1.25974412077417e-05,"2005_2006","#BE9600"
"NKivu","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2006,-0.00396820297849538,"2005_2006","#BE9600"
"Bikoro","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2006,-0.0862417565805637,"2005_2006","#C8C864"
"Boende","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2006,-0.00787358524270932,"2005_2006","#C8C864"
"Kikwit","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2006,-0.475873017552691,"2005_2006","#C8C864"
"Likati","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2006,-0.00604684490749871,"2005_2006","#C8C864"
"Luebo","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2006,-0.832491192479008,"2005_2006","#C8C864"
"Mbandaka","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2006,-0.0444941623457438,"2005_2006","#C8C864"
"NKivu","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2006,-0.045602840578265,"2005_2006","#C8C864"
"Bikoro","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2006,0.0459426944565169,"2005_2006","#8DA000"
"Boende","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2006,-0.000113379627495007,"2005_2006","#8DA000"
"Kikwit","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2006,0.120571294533339,"2005_2006","#8DA000"
"Likati","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2006,0.0036658997251708,"2005_2006","#8DA000"
"Luebo","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2006,0.57716567511982,"2005_2006","#8DA000"
"Mbandaka","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2006,0.0277521629806549,"2005_2006","#8DA000"
"NKivu","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2006,0.0157090448069319,"2005_2006","#8DA000"
"Bikoro","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2006,-0.020319595875613,"2005_2006","#00DC83"
"Boende","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2006,0.000138575100271679,"2005_2006","#00DC83"
"Kikwit","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2006,-0.00976311286838647,"2005_2006","#00DC83"
"Likati","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2006,0.000314939838932202,"2005_2006","#00DC83"
"Luebo","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2006,0.00264546865232991,"2005_2006","#00DC83"
"Mbandaka","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2006,-0.0221966914080409,"2005_2006","#00DC83"
"NKivu","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2006,-0.000755848186380094,"2005_2006","#00DC83"
"Bikoro","200","Shrubland",120,2006,0.000100779148794148,"2005_2006","#966400"
"Boende","200","Shrubland",120,2006,-0.000113379627495013,"2005_2006","#966400"
"Kikwit","200","Shrubland",120,2006,-0.00182664692376274,"2005_2006","#966400"
"Likati","200","Shrubland",120,2006,-0.052607550695236,"2005_2006","#966400"
